H0,Ob0,Om0,s8,logMc
84.43672559399091,0.059959630848576084,0.27582580549186103,0.8710112309862441,11.169589041797568
71.00019779319243,0.04583693732384521,0.21579152230436024,0.7117664431063613,13.409468917903581
53.430266277203195,0.04940018938725435,0.33459925473631424,0.7414170088467127,13.440351195588494
57.468038231242346,0.03494367434968872,0.3363127273412857,0.7526865108249783,15.645381721137479
61.30441757609108,0.05142963761875202,0.38227707880493483,0.5779546285321426,13.179537118472583
68.21045731488782,0.03728649463701356,0.39058168565588214,0.9986258926467207,13.342747277859296
74.95958178067633,0.05318570556301726,0.26926316513912013,0.7921341691028088,12.95805006479844
55.12777930643345,0.04932435529905401,0.30742786060736016,0.7143190258767143,15.197894758851383
86.14573534392801,0.033747572363038957,0.3047547115496657,0.5668458267391154,15.945033737504065
75.61334670101286,0.06551969121388296,0.2309710617372695,0.5993711986586925,12.740038474347283
69.36773765304241,0.06539108644929381,0.3845738238118445,0.5373910786004599,12.403044600005693
81.40254803633357,0.06170570955405383,0.2447270330527462,0.9374269157318345,15.21248505985813
77.18404013412363,0.05444858823204648,0.3310090210397046,0.5549279058159474,11.447532328262728
82.35173624139625,0.048835121558395866,0.29894130874705926,0.5685081453970663,14.810448173084707
61.111494973518944,0.06832326547360623,0.24095683894030318,0.8377984392177211,13.406501826050775
78.72599317168496,0.04004135393094265,0.2805103502240647,0.8959149943967365,15.969182432633271
71.98103116043347,0.06416806834085167,0.21519600696819857,0.5113343056499833,11.392406077205962
82.12006083576142,0.05869453186038903,0.25263505545388676,0.8419290349496058,15.395976468986081
66.99022308303843,0.05890623103191678,0.26420406165570126,0.616505378895537,14.60784628547179
62.550403731573624,0.04129629239292045,0.24767575053549926,0.9528959098060713,14.108606974420775
64.25833619328318,0.03671372335073688,0.3209240342117074,0.6207555680967949,15.912399922435373
58.06554024492492,0.04713196096693756,0.2919226918020202,0.5640258998315603,12.914320857813856
77.76266330979176,0.04982949150179049,0.2762287086065264,0.8188371729256113,15.599082871192756
88.23849809708369,0.050837173417815185,0.20856947540670134,0.5669538154046521,15.058230890370947
52.661340316436295,0.06236667284882109,0.35193675776933775,0.9630139848927126,13.474344722929963
89.30406031797182,0.04133941658069798,0.2143742962157439,0.8718188518022552,15.350943095605242
53.709247051507425,0.06286690468230341,0.2859033661089382,0.6153695076366353,13.474773910145833
75.17755517771104,0.040678907975085686,0.22194714429566695,0.8573647248668836,11.50318318292701
51.64937810316316,0.034218009775319226,0.24462696988203564,0.5884931764204178,13.50813319405594
83.28816034678718,0.0611098135231079,0.3222657500143396,0.7375049560074787,11.64478737224803
50.950276631500174,0.03088406312940922,0.3397741540239939,0.9136117372294885,12.048820793747748
67.132893912179,0.03485872488741909,0.28625073809843027,0.8334304454850079,12.870263660246614
57.68721072592736,0.04535711140826049,0.348452312261317,0.8098139587460553,12.58630780648452
83.17758993480948,0.05626827572455437,0.2854664596001705,0.5525891174305053,14.205921906033367
66.8560360744566,0.05114828047717178,0.3981249279384056,0.5928315161727395,15.797576490268533
52.5969877125555,0.040283934445542055,0.3376581575628487,0.8660235855793791,12.44175080224223
86.67328114646656,0.06361644891924119,0.3827066287127245,0.9518340634472425,14.770047108572061
53.053331514554934,0.045049524238873845,0.20149124714093247,0.943629380600137,14.316481128550679
67.84687797858305,0.0357196618133947,0.231210203419178,0.8964761833011494,11.562931269085672
84.20779759186911,0.05813697047109054,0.3038144576561564,0.636637667735235,13.267298604468554
85.30798566385539,0.03014132110399997,0.32927288146543765,0.6533545590946223,12.455165337733796
62.487520913856144,0.05232923778758103,0.23918958734698784,0.7056251865165503,13.55996941212104
53.64157340232462,0.06868575041366042,0.21287619590950074,0.8221207948846265,15.51008177000664
59.4764780695521,0.04661544248947529,0.3006826889859589,0.574870719917239,15.593055796582522
68.29286229312581,0.058191767795772675,0.39297089882257696,0.7616564351510582,15.753468427957857
83.42068598091046,0.057661501553808336,0.28100574835330033,0.8394352970888943,13.246708688611607
84.31683825201857,0.046099533469446216,0.3453399058215026,0.7110251021634356,15.925865653674595
70.88849066643971,0.049655116088787365,0.27785470279746244,0.6754458217478516,11.496298043236415
53.78930270297464,0.04908620610834366,0.3564765080943338,0.8397204171876989,14.181129455238668
67.1179392033821,0.03004042642684682,0.3153179197048546,0.5616211735072122,11.628454111009543
80.14225777525951,0.043834352990827836,0.30137789630747375,0.8000843501574293,11.830380779729333
84.99829217335417,0.06265267045809922,0.3703726693943609,0.6274679530767859,15.26331999013076
67.34298664587578,0.047394079682524654,0.23090996071886424,0.9908108968520698,11.89432095801271
