H0,Ob0,Om0,s8,logMc,theta_ej,eta_delta,mu_beta,gamma,delta,eta,A
73.88819030601667,0.045389851279902714,0.338606170462428,0.8565892504328378,13.869934435012082,3.609294279852011,0.18181661589034803,0.3947606732765034,1.533125540288085,6.020989620274538,0.24566682842462734,0.09949419693046292
84.5612341842515,0.06244080092963346,0.21411802643513028,0.508735743304459,13.978076533631695,3.4530456247433157,0.3072866417932918,1.7435071927054526,2.6240740027477614,10.82140883229496,0.15621490086043566,0.02571258132556206
78.5836065795893,0.059019249769575885,0.2421585339746465,0.5212801296381058,12.294834343748896,6.644279212621006,0.2505154679425465,1.1836063625039486,3.6186451822989403,10.788047068470355,0.1682073424984182,0.16284925039978304
85.22168713452501,0.054948891441414474,0.3051361907075941,0.5046127810046771,12.842324223079022,5.838653011468545,0.2680633806779896,0.8905006731479452,1.5056300502340667,9.590052513825292,0.23256647217840226,0.18651513140240492
83.66095103311318,0.06750284546928416,0.3995716213338395,0.6374178903859496,14.649832979131567,2.745474094297415,0.08446368621828836,1.719522546361642,3.6397758182873723,8.957228083500002,0.1532348872974789,0.06168038345872502
72.99455214459925,0.047460901056005075,0.22471777820350156,0.6640444639860206,13.37659010208018,2.9681864412142516,0.07095298374024711,1.201925318065865,3.8495008865942073,9.378211640342712,0.29034007843598164,0.049838464783861385
73.82159474099448,0.039057279050129276,0.33120662470172146,0.8224770601572065,15.706150205388901,5.534348266187647,0.39368247269520595,0.9670387591635096,3.8389101787668385,6.830938072149595,0.1809573652623779,0.16189875511261378
62.700076412189105,0.039971014061573676,0.2677635700497244,0.8981679256307042,15.483112659495948,4.2323874250699784,0.11379977180017058,1.1005142413542917,3.288453389916672,4.625083248529605,0.2972787003284879,0.03940882527563555
51.13071455847775,0.04278020716621066,0.3624846158556563,0.9333428873573544,14.89067308380887,2.897857441097566,0.11305349232789312,0.5021831753374767,3.9285309007193767,6.893363585813675,0.2318193081867605,0.179421632094937
56.86345080981815,0.04476443876773217,0.2516933351737398,0.9131358760028263,13.568578972381825,6.600284956551457,0.23158648183431302,1.0825736587705583,1.5931399473780357,4.038835500322707,0.17355953839708854,0.1697009551287827
72.51935958934432,0.05186145101760054,0.299366151997771,0.6675437755151491,12.092435377189911,5.587421638962455,0.09312346976363231,0.18194934431346882,2.3419564206991144,4.266083249517222,0.2958752842817075,0.028722760190379244
62.33956919568344,0.03605520529516978,0.2867657979890742,0.8573797738131627,12.37290389912405,4.112316235565125,0.17677002353801058,1.874518329821208,3.942858316064775,5.249977609899403,0.22542807202099113,0.16667854818783356
79.27476018929423,0.06797951450133774,0.2507997655039466,0.9799558079964206,13.528853778936012,5.921376640733085,0.084769879921366,1.212441757837155,2.4154949870035844,6.434512240214191,0.20042251076005083,0.11163489969800636
71.385973150914,0.06012885553909453,0.24203590478315165,0.6319693666994731,12.995365149986783,2.9210403354930756,0.07113296820917367,1.709786971656945,3.716662176782746,10.674090893022345,0.21500856969134755,0.142050929975597
83.38350952003518,0.06949163917183374,0.2746529511501239,0.7112981564469871,11.38073470636901,3.123597833357386,0.1228101627670321,1.7213779108847624,3.782043150379258,7.953834643585574,0.22397907439111145,0.14011794025276517
63.13497608552783,0.053655911277471526,0.30220570774723265,0.6303562577883011,13.098827470284027,6.631395513065707,0.36899996837338156,1.1224587182488361,1.1808336613032364,9.582792130259454,0.26122059600394365,0.0025884351153866994
73.59757243170979,0.06094002745235944,0.2933671370237465,0.6126296583254123,13.928686446354924,7.5038560176330344,0.10809343626938123,0.08711130636227057,2.302706834008878,7.027991054843712,0.1724293206464228,0.06728464690102041
53.77737381235521,0.04109634597674794,0.32561154414918436,0.5916436253818362,12.301094998542922,4.581629357454647,0.18175019408989151,0.6617646849472105,3.7469917723294315,4.888888566833442,0.1623971642765146,0.0018680084491420454
50.64053235273377,0.03662242448421048,0.2774782968622601,0.7884763004257423,15.938332959035666,4.73479141745891,0.14118789300866103,0.5923212377034861,2.722889200453831,9.582172356045664,0.22563604528057285,0.08265333476370257
61.21369527243408,0.06393865746303924,0.31271127604652,0.6987196261676235,12.991732718559653,2.301363060909901,0.22491387494428156,1.2013543013091172,2.4554302934880146,9.206061838995385,0.26534845734785373,0.06121996920831771
73.97965356358644,0.04710699711204905,0.2615147028242769,0.6894064760194429,12.103184638155332,7.727278142876988,0.05973339286499782,1.9348497346789169,1.8304834235098333,10.062329893400156,0.2479305407386887,0.15911843908551546
67.74279708271376,0.04298657292738261,0.27755181128910134,0.8436938257469957,12.182161580060848,4.7220775961404335,0.30754588445329795,1.9937200420740702,2.5831197825609458,10.506227338507006,0.2191607205231385,0.0787961442877837
55.65298990194323,0.04803818409533575,0.21493388437448244,0.516980095171298,15.991218339628125,7.275671034436398,0.38138040288365066,1.6231556425804297,2.91446608006558,7.9879999659649625,0.2510891053579329,0.042314497339261896
69.68459999342475,0.04725879308306068,0.3627038436960758,0.9322037491503352,11.198756739995186,7.2331181837796965,0.1813658594832267,1.8269521318793291,1.6426811784648017,8.662512660078594,0.21233768001209438,0.10838700112943332
78.18838325667167,0.03411130619956026,0.35300981913221796,0.5674195662396704,12.127843333847638,4.725222250951424,0.06509862212028412,0.6765817829587852,3.409064688647865,5.3188907692368685,0.2719677806594024,0.06607635600283289
53.305801927476104,0.059188557268982034,0.3020301176562781,0.9658008822536578,12.211334553360947,7.257173285515309,0.1806035819300592,0.9475297313448241,2.576286418222855,10.464353375976108,0.20539265489762545,0.04199815195400911
67.44096090369428,0.05938334580504008,0.31639948530734857,0.6731527627014406,13.03716356758527,5.1103683648531835,0.285527878843005,0.761619610145478,2.267475180671867,9.27927196905005,0.1541492590608114,0.02720861060060367
62.90017471873047,0.04451833026441094,0.21627050823872343,0.9521283020821674,11.877382746521729,5.28882381774582,0.24976965011682867,0.5599053941200723,1.2190953173723422,3.821295818417462,0.20852053256623515,0.018715166318573142
68.86993184688507,0.04922198120848806,0.29819237864255693,0.5230323324577039,12.479673779120127,4.135668487081924,0.38324736970256473,1.8685525742470068,2.390446620954849,7.878082151131434,0.16278069434237669,0.056026149603427056
58.4279990643897,0.06105664133815378,0.2312843871818135,0.9637230456045839,12.015224405497733,4.628440233965357,0.16276609326262997,0.8164771139932162,2.608252197922862,6.75658471157195,0.1533286782985306,0.1092304480532663
54.54344837615087,0.06800721881826699,0.2610584975877337,0.7552855561517021,11.682749269668342,3.4865836863898076,0.27302616390588524,0.7466719489712446,2.7674070684421643,8.682122364638403,0.21536656141273475,0.0684880194494965
61.58785770696099,0.047769310908564,0.3957219536462775,0.5271331163037141,14.437288542996814,5.253164325457856,0.2289471117396929,1.831724825952782,3.84501050418553,10.911867625644707,0.22452214426723788,0.1386312982812883
77.22534513320637,0.0661682767849403,0.39077040291251963,0.5977913459443832,11.62122619427847,7.943123734388754,0.10661554944120516,0.33186520105770534,3.5240509511305476,6.6732392706747685,0.19340543601416804,0.18205352491307897
58.886114591217265,0.05044785749323919,0.3568852336561368,0.8051389690939054,13.685817748700183,6.484465037573683,0.07485436793844476,1.255795230450561,3.6169067182138597,3.0714299665530853,0.15615983204020817,0.08044606747568459
81.07144768285286,0.038016166185116794,0.257783847493108,0.5388916065174376,11.804011382025319,3.5517360631713784,0.251303200009482,0.19867286051903948,1.7028180279501255,7.468176119601038,0.15364292208989377,0.011827942437290415
82.18277081397356,0.05731981373106848,0.33228280505595786,0.9823152258781211,14.39254630909127,6.468155249812108,0.07959593129893569,1.143967846034362,1.7312732263047936,4.945567482844064,0.2933256250623999,0.020578328326351605
54.96798764991948,0.06920766379148467,0.39160794347810074,0.5260050746901301,15.844514035280946,2.1584890297078596,0.1745985902916793,0.33524319250247897,3.0425940086808234,10.205800469303636,0.16710494333892184,0.14472428766376316
86.07949760908005,0.03910473283190019,0.2840678996636991,0.900128899009498,11.463198997887108,4.325359217975814,0.23486101026030082,1.359849265574287,2.66566379499863,6.030142452106283,0.18056703622702214,0.031228149017137302
77.06268619140097,0.05284955543038991,0.32570609754984636,0.8764061576781408,11.448667127114225,4.559152138494749,0.0903214006043804,1.2112868775723649,1.6925423540489661,10.17196938554796,0.27419141794596313,0.04311825304492309
55.206932195577316,0.03519226581323256,0.39759106514612097,0.575404504088326,11.061739258381246,5.0849995896391755,0.3569607016094186,0.36196629470433567,1.9976591988421522,10.96881623306713,0.21378706584760906,0.14653340322048344
78.92037102072942,0.05149172336745432,0.3022923354843299,0.7120406885470205,11.47136627064482,2.1817512914557406,0.09369665721372189,0.17296432103515483,3.653402099291755,3.254282373745169,0.2489533383757009,0.055812621300665936
83.3409985122746,0.062311949321544796,0.380689905534527,0.8454255675229188,15.309486275835361,5.837630150022761,0.3744371877741792,1.3234296171456628,1.1260159475141498,10.80582315374065,0.2501698557622698,0.1773056992246865
73.45909730652497,0.057612319656359115,0.32791660486220453,0.5661966684427542,15.341307978031221,4.770167091831407,0.08710941459740097,1.5841673720085143,2.848189929853995,4.3232411978069685,0.18750136407374068,0.07611051227857578
66.41897113844081,0.054405372214518355,0.3786776371093729,0.534621911336357,12.272638572424936,3.917582869828146,0.36547998066560894,0.7999059371672248,3.678502885705981,7.58285270319285,0.21164565501928256,0.026422899943688145
