H0,Ob0,Om0,s8,logMc,theta_ej,eta_delta,mu_beta,gamma,delta,eta
53.352683907486316,0.05202358339885145,0.32567833819866365,0.7511733116797865,14.085122904772195,5.9814727366285485,0.256858624885149,0.022274208238646242,2.091125772470039,7.408813906283211,0.1889444437910912
58.87422432093909,0.049456350794291865,0.30107988896242616,0.5962910165017893,12.118772317356205,6.346694514574929,0.0835008566357642,1.4913285977425692,3.488066756144361,9.726638599471393,0.2478713437026056
55.91126870297754,0.06430692187139726,0.3520554908008336,0.5349146572886301,11.955463029819697,3.2906940312594926,0.1013075435502945,1.9668912748192273,2.472117613698761,10.805023649790034,0.29385502484784376
55.17790615007204,0.039096914779253276,0.2519456120800747,0.5203632088454623,11.842967024399744,6.4156472021374364,0.1417030051738432,0.03469742653673455,2.9668491979752787,9.238251437130378,0.24127145359432872
75.67183287743705,0.057284545210021666,0.2273961025916972,0.8391786523285332,13.38446621821016,2.6883926749974805,0.17851215602205944,0.2953475678070077,2.9359104682690633,5.864717945599736,0.1785721974513373
80.0885992058175,0.054189408777629025,0.34435172075998277,0.8330345432064947,13.25662708026299,3.410826174113951,0.2862875265928061,0.40337976583993906,2.7526497259253246,10.422978260983408,0.21260955527574354
65.12434144118686,0.03839954741980994,0.2715235168140794,0.7140859603503638,11.530180143525914,6.423624999780559,0.38103472106978203,0.149899596931648,1.9230083962587683,6.6624254900184825,0.2709901622848394
66.44987907294609,0.04136113675262089,0.36497505322434426,0.7849391915780004,12.477755868031842,6.448718101788711,0.242040095072394,1.5649480304882382,2.376944390577605,10.217995038295626,0.21666514425953504
59.972081509920386,0.03404899040043771,0.38301403992889205,0.8182834717980239,11.803920087349315,5.344361105549421,0.3237842214932414,0.41486836049142906,1.7020786908389502,5.58984593109874,0.23218887023269996
80.04768146137003,0.0396750054661547,0.2257372671958756,0.6915724150175315,12.420921426608253,7.7912175191092246,0.39049766498782607,0.6432628412548232,1.570637384750014,9.028650926032402,0.25002978969798945
68.98417547015077,0.03544064862136265,0.2355163701343476,0.9165721980605457,11.584485870337748,4.446250880385559,0.37159690415518,0.8711966884434402,1.9808506652002704,7.499555098582664,0.2679014214871416
54.30420396704738,0.06613614439960935,0.3976328951315156,0.5220773750746104,14.45425950159398,5.050040310852065,0.2748825521526417,1.3252568617040632,1.3904270609349088,7.120671544193988,0.2183412225196785
58.611895115993875,0.038149644605269345,0.23045568168648467,0.8768426538400985,12.316044463495608,6.973918017562636,0.14804257182543046,0.06661872336137425,2.336863659484057,3.7138892265849752,0.2616698714691568
89.53035594283153,0.04582324827886759,0.3341903267698998,0.9825660204922184,11.735789930342252,3.2130907304162575,0.14093771578349423,0.7843143593872245,3.2928584007224613,3.8044851383002274,0.2920993865578505
65.5757971448688,0.060109385785795826,0.3603944353836153,0.7882042186554867,11.766707801893943,2.365224843569193,0.3467441419370388,0.8091525784688023,3.359711892127236,4.156080313891878,0.1649096465342551
88.11935798113936,0.06483335758202823,0.3644494436969666,0.7465296705456222,11.19029354108812,4.663154757534521,0.06731758973808324,0.658040552232334,1.5606766628587279,6.518281086573388,0.2704299939761695
53.71390651331247,0.043554792328117,0.3527000739619792,0.6587091185460633,14.387717028682598,2.1976244676735526,0.31721986762396526,1.2035917510738463,2.0530828196296325,10.083001237638701,0.19852772208053104
70.10264355113284,0.03750757558597825,0.23468603295701362,0.9368694507826185,14.79578886274119,2.126684422857042,0.14966536649378043,0.6046284389234503,1.9919113385583287,7.916961734438336,0.2949974656092408
72.09274955031565,0.03391586787573114,0.30566646748466253,0.7772368355433241,13.02806930513428,5.71380093767006,0.08477143010327157,0.001455938174171504,1.270097014595923,4.688391950609942,0.1962996198269784
51.36599773190022,0.03607134880043802,0.2364892143222449,0.8077155106287939,11.978644711025066,5.575998430499938,0.3509556867552362,1.7812489332528931,2.948652253117997,5.4486324589326145,0.2684398770723552
52.839671303996866,0.05874616648895628,0.20515614208658972,0.8530359539836505,15.265152059829731,2.877171016947822,0.25404388619481366,1.7363926984640152,3.1521048651106867,8.327967370150159,0.29362765972685184
53.25785422971412,0.044163252683807275,0.3417886242306575,0.8243513871942436,14.849187214680846,5.239158762100807,0.17455234446584197,1.1978894103285223,3.0638992517853487,7.2656748341866235,0.16919355437348357
81.90033047637903,0.040895716759043674,0.25506105532362916,0.8559946724022085,13.331726275295868,7.222251803014682,0.09639851843307631,1.441992948276014,3.988345038625366,5.464298402407323,0.20236951506798437
85.57002239968912,0.043944985301402256,0.3646724381855633,0.7013343760445109,13.216866260829711,3.073016409472853,0.08291353889109368,0.879612270905565,1.367334059414853,8.023961772731528,0.2941799778743561
78.67962892254404,0.06590462431064273,0.3820794835477336,0.8033328507690495,15.15017273466077,4.840069825672613,0.17609599767699513,0.3015604726388012,2.20844841184812,10.640612474305959,0.21452924630644093
