H0,Ob0,Om0,s8,Tagn
61.395747361244204,0.05741225497901914,0.20161561884762907,0.9067942080889301,7.3025275195896535
75.78711776726047,0.048273362315974,0.27177741935144223,0.781675400364487,8.308223187166254
88.97612583960571,0.05315764086878208,0.20355536803621066,0.6408697240011734,7.292287538742202
78.95450651575976,0.04406073456004681,0.26420112292805287,0.9696521200428666,7.396655355895697
73.81286375314303,0.05326180460340854,0.27499358959887565,0.8436164482297352,8.291682985735234
57.10222668525976,0.05200829818986287,0.20802705839887783,0.554762373479999,7.813617668314259
55.06042666933146,0.05113165928194778,0.35914679707837116,0.743014676751557,7.581407749291427
56.33788131642552,0.05550527029967403,0.3255304486650367,0.8011447444742055,7.1618095677496125
56.91621497990427,0.044716733910486466,0.39102003795473717,0.5234431107135962,7.363660317627491
52.90935793973444,0.04028069770485857,0.3987953254586395,0.833888661182151,7.5413206670680415
63.112245700546254,0.057844662030823134,0.39875551034091383,0.7969342436761422,7.248686379375284
75.24195383065182,0.041097192671288474,0.2937478629207698,0.903340480965882,8.254144424273207
89.16897277380124,0.03616388843681347,0.3508620576970931,0.9657789116566959,7.173659979486256
85.21158866634173,0.05421271538163022,0.3553411552046856,0.9402122002427944,7.394599822689532
85.24687861832706,0.06635275939418427,0.23483737530738175,0.6376424253524644,8.013257987431182
70.52661685649284,0.045791807613781155,0.3016220690029018,0.5594933943084144,8.138715199418979
86.70246315835078,0.058885756589022606,0.33640641325514276,0.8935489116397006,8.11742549410088
76.82338025778698,0.037624742142130185,0.3013821265856774,0.9782481245206773,8.34186241855847
86.58396521533219,0.06504406530957471,0.3735823906258814,0.5925580818507811,7.173575697252402
64.66835067665099,0.058341616022377994,0.29768956901875954,0.8324910077411166,8.363323431041204
57.35418389116218,0.0549478976187938,0.2775135398721029,0.8297947376649941,7.313616124300647
79.57667517483341,0.05490707817500268,0.2559290176462333,0.9964164247801247,7.376897310576541
81.72939645842047,0.04332512075131541,0.28940875868256194,0.9358034290868139,7.3522473478423
85.56384930411431,0.04015490933909718,0.32783674190793005,0.9654781769009178,7.748091293821093
64.62238032536219,0.031771271716420905,0.36122727593989584,0.7689179755647897,7.460920710939647
64.96601304596868,0.049807634353826694,0.3798287085140484,0.7542874962918833,7.308105509825494
51.97059358976467,0.06859444719252183,0.23949671831030356,0.7945338909843449,7.337959223271199
81.76658103272246,0.051374137749542255,0.3516779292002284,0.8063676213160436,8.047567407078349
76.44114572425207,0.06391724642827679,0.21396678626823723,0.9528691057803078,7.704759953176198
72.90530747800344,0.054740963965343906,0.25867747788659007,0.8427183788219761,8.35975966642676
65.22546430774281,0.06440725188682872,0.21270436091544928,0.8790587296126535,7.423863317859053
73.5351558482759,0.04915890476545649,0.2867997916683613,0.7919749049789254,8.175501611616147
58.61808783630035,0.0650613187138647,0.33281157563924246,0.8052137313399127,7.29578520110981
84.43845229379815,0.03383578548219526,0.2599948027225727,0.8522212643069682,8.02370425273218
59.57685716474132,0.06666222875424106,0.22819294937431311,0.9963421900076781,7.310060372654502
62.14174499159268,0.05322101335260846,0.2745022332820792,0.5896628984275338,8.041018578196992
54.49643010072877,0.062003345643124305,0.205873187648689,0.541101848749311,7.978156648600188
56.53349993305574,0.059819180614584126,0.2507637318602673,0.8859033904362157,8.31641654399308
57.55585386401693,0.05639864965989909,0.29662453922597687,0.9255115865839787,7.740870065395296
63.24058429880321,0.03870820376035032,0.3216833266364546,0.7695991326736007,8.036677723515233
74.94373786614811,0.06685081880484964,0.30636958842644557,0.9838638970006858,8.208220795552794
58.7759774122311,0.05028523997391829,0.2111711254939758,0.9772420478048033,7.068325149591604
77.33521580861142,0.04761225491127023,0.3637621914309361,0.816567521139032,7.251496498574686
73.32937935621173,0.033459576073842666,0.2977288886176471,0.7863291579594274,7.841617886585353
75.20477817996945,0.035502538991249645,0.307548192100954,0.9275155502477259,8.12996361547116
86.85733578459732,0.06770245299049389,0.3048826212335567,0.8963120534412219,8.111746333161516
